Title,City,State,Country,URL,Industry,Source,Description,Listed By (Firm),Listed By (Name),Phone,Email,Price,Gross Revenue,Cash Flow,Inventory,EBITDA,Scraping Date,listing Date,Financial Data
"Bakeries & Restaurants w/Franchise Rights for Sale (with $400k FF&E), Houston, TX",N/A,"
","
Houston, TX
",https://us.businessesforsale.com/us/mergervault/bakeries-restaurants-w-franchise-rights-for-sale-with-400k-ff-e-houston-tx,N/A,businessesforsale.com,"Founded in 1994, this family-owned franchise was voted best breakfast and cake establishment in Houston and named in Houston Press Community, Impact and Houstonia magazine. The company specializes in breakfast, lunch, gourmet cookies, pies, cakes, and empanadas. Owners have built the business with a dedicated team that provides high-quality products, custom-made gluten-free products made from scratch using only the best available all natural, preservative-free ingredients. In-house commissary kitchen provides most bakery items for each location. Average monthly net earnings: corporate locations 30k, royalties 12k, and commissary 7k. Easily grow revenues by opening more locations and adding more franchisees. Huge growth potential to do wholesale to supermarkets, hotels, hospitals, restaurants, fast food chains, and schools.Owners selling to retire. Financing available to qualified buyer.",N/A,N/A,N/A,N/A,None,$2.01m,N/A,N/A,N/A,01/19/2024,N/A,"Gross Revenue:$2,010,000EBITDA:$588,300List Price: $1.6m(Includes $400k FF&E)
"
Full-service Cpa And Financial Advisory Firm For Sale,N/A,Connecticut,US,https://us.businessesforsale.com/us/full-service-cpa-and-financial-advisory-firm.aspx,N/A,businessesforsale.com,"Decades of Excellence: Renowned Accounting Firm with Investment Expertise


Established in the 1980s, this premier Certified Public Accountants and Financial Planning & Investment Services firm presents a rare opportunity for acquisition. With nearly 40 years of dedicated service, it has cemented its reputation as a trusted advisor to individuals, businesses, and nonprofits throughout the Northeast.


The company's specialty lies in serving a diverse clientele, including private and public companies, nonprofits, and family-owned businesses. Its success stems from deep, personal client relationships and a robust referral-based acquisition strategy, a testament to its client satisfaction and trust.


At the heart of its operations is a full suite of services, encompassing comprehensive accounting, strategic financial planning, and savvy investment management. This holistic approach empowers clients to reach their growth ambitions effectively.


The firm's team, boasting experienced CPAs and professionals with over two decades of expertise, is a key pillar of its success. This dedicated group upholds a commitment to personalized attention, ensuring that each client's unique needs are met with precision and care.


With a forward-looking vision, this company stands as a beacon in the professional services landscape, distinguished by its team-driven approach, cost-effective fee structure, and unwavering dedication to client-centric service. As it steps into a new chapter, the firm is perfectly positioned to thrive in an evolving market, making it an attractive acquisition for those seeking to invest in a legacy of excellence and growth potential.


Acquisition Highlights:


Headquarters: Northeast


Services: Tax and Accounting Services, Fractional CPA Services, Investment and Financial Planning


Facility: Two 2,500 square foot offices.


Growth Opportunities: Offer services to small public companies, leverage employee capabilities to assist clients in building internal structures for better financial management.


Employees: An experienced staff of 13 professionals, many with long tenure.","Calder Associates, Inc.",N/A,N/A,N/A,$1M - $5M,$1M - $5M,$500K - $2.5M,N/A,N/A,01/19/2024
Turnkey Lawn Care Business In Houston For Sale,Houston,Texas,US,https://us.businessesforsale.com/us/turnkey-lawn-care-business-in-houston-for-sale.aspx,N/A,businessesforsale.com,"This established growth company (Three Distinct Revenue Brands Under One Roof) is for sale. It is an exceptional business which is turnkey, executively owned and operated. Strong predictable and recurring revenues and only a small square foot office/warehouse space needed to run operations. The sale price includes 3 wrapped work trucks and an extensive equipment package (TAX RIGHT OFF: “section 179 IRS Tax Code”, Federal Tax Equipment Write-Offs). This company is part of a $129 Billion Dollar Industry. The business provides (3) distinct services to homeowners and local businesses. Superior customer service reviews and a positive culture and core values drive excellence in this organization. Included is a large territory serving multiple counties. The business has superior operating systems, high functioning organizational structure and tenured support staff. No prior experience needed as the parent franchise company will provide formal training and assistance with the transition of new ownership.


Additional Key Business Insights:


• Customized KPI Dashboard

• Call Center 
• Digital Sales Process 
• Supported by Professional Marketing Company providing PPC, SEO, Email, Social Media and Website Design services 
• Recurring customer base 
• Multiple revenue streams of recurring income",Fitchell Brokerage,N/A,N/A,N/A,"$499,000 


Furniture / Fixtures included","$680,400","$2,018,000",N/A,N/A,01/19/2024
Detox Home-in-la. Huge-profits. $1m+ Last 6 Months For Sale,Los Angeles,California - South,US,https://us.businessesforsale.com/us/detox-home-in-la-huge-profits-1m-last-6-months-for-sale.aspx,N/A,businessesforsale.com,"Residential Substance Abuse Home in Los Angeles.


Huge Profits - $1,000,000+ net income the last 6 months of 2023.


Currently licensed for 4 beds, with 2 more available with the ADU.


They primarily get their clients from word-of-mouth and referrals due to their strong relationships with healthcare professionals, therapists, and past clients. This ensures a steady flow of individuals seeking rehabilitation services. The company conducts workshops, webinars, and informational sessions to educate the community about addiction, treatment options, and the importance of seeking help.


Licenses include: DHCS, CLIA and JCAHO


This company was founded January 2023 so no SBA financing available. Possible Seller Note available with a well qualified buyer.


We are looking for a buyer with industry experience with proof of funds. Reminder: this is a 1 year old company.


For more information, please complete the BizEx Buyer Registration at https://www.bizex.net/buy-business/register. After registration, Brokers Eric Mellem and Dan Higgins can assist with any questions.",BizEx,N/A,N/A,N/A,"$6,200,000 


Furniture / Fixtures and Inventory / Stock included",$1M - $5M,$500K - $2.5M,"$5,000 - included in the asking price",N/A,01/19/2024
Profitable Self Running Plumbing/electrical Business In Manchester For Sale,Manchester,Tennessee,US,https://us.businessesforsale.com/us/profitable-self-running-plumbing-electrical-business-in-manchester-for-sale.aspx,N/A,businessesforsale.com,"Plumbing/Electrical Company located in fast growing area in Coffee County Tennessee.

We have been in Business since 2014 and have over 300 reviews on google with 4.9 rating. 
we have a large reliable customer base, and it continues to grow every year. 
If you are wanting to step into an established business and start making good money immediately with a business that runs itself this is the company for you. 
Average revenue is 2,500,000. 
We have 5 techs running service calls and 1 tech that run 24-hour emergency service. 
we have a lot of inventory vans stocked with supplies and all the equipent -cameras sewer machines locators jetter chain machines smoke machines ect..",N/A,N/A,N/A,N/A,"$2,200,000 


Furniture / Fixtures and Inventory / Stock included","$2,500,000",$500K - $2.5M,"$60,000 - included in the asking price",N/A,01/19/2024
Architecture Design And Engineering Firm For Sale,N/A,US,N/A,https://us.businessesforsale.com/us/architecture-design-and-engineering-firm-for-sale.aspx,N/A,businessesforsale.com,"The offering includes a long-standing architectural design studio specializing in the planning and design of education, healthcare, commercial, and municipal projects, as well as a civil engineering firm.


Key Aspects:

· Operating for over 50 years demonstrating exceptional reputation and services 
· Experienced management team, with an average of 25 years industry experience 
· High-quality services have won the company numerous awards across multiple specialties 
· Long-term contracts with many clients contribute to recurring revenue for the company 
· Project capacity focuses on the U.S. Southwest, with ability to serve surrounding Mountain West states as well 
· Revenue & costs are subject to intercompany transfers not identified 

Opportunities

· Develop structural engineering branch with devoted support staff and updated resources 
· Expand the K-12 and higher education teams to increase similar projects in current markets 
· Launch targeted marketing campaigns to current and complementary markets 
· Add a building envelope branch to the company to provide an added service with little overhead 
· Grow to nearby larger population centers in neighboring states 

Headquartered

· Southwest U.S. 

Current Markets

· The company serves a variety of corporations seeking assistance with architecture, programming, planning, interior design, LEED, and landscape design. 

Real Estate

· The company operates from three locations including a 12,500 square-foot office, a 1,052 square-foot office, and a shared coworking space with two enclosed offices, all in the Mountain West and Southwest regions of the United States and are leased from 
unrelated third parties. 

Shareholder Objectives

· Ownership is seeking a strategic partnership to accommodate future company growth and the eventual full exit of some owners after a transition period. Ownership is open to various deal structures to facilitate a transaction. 

***Financials are TTM as of 9/30/23***",Benchmark International,N/A,N/A,N/A,On request,"$15,481,000","$2,385,000",N/A,N/A,01/19/2024
Fulfillment And Distribution To Wholesalers Seeking Strategic For Sale,California,California - South,US,https://us.businessesforsale.com/us/fulfillment-and-distribution-to-wholesalers-seeking-strategic-for-sale.aspx,N/A,businessesforsale.com,"They focus mainly on Distribution and Logistics to other smaller

wholesalers which make up 59% of their revenue, while 38% is sold 
Business to Business to multi location owners; less than 3% is sold 
direct to the consumer and this is intentional for research and 
development purposes. They operate out of a 12,000 sq. ft. 
distribution facility in Orange County and have a strong team of about 
40 individuals who are experts in this industry. Boasting sales of 
$27MM, this B2B business has two primary client types: smaller 
wholesalers and direct to shop owners. Services include wholesale, 
coordinating manufacturing, packaged development with fulfillment, 
and arranging logistics through 3rd party freight. This team includes a 
CFO, General Manager, VP of Sales, Retail Lead, 2 Manufacturing 
Leads, Warehouse Lead, 4 Warehouse Associates, 5 In House Sales 
Reps, 24 Packagers, and 19 Outside Sales Reps. They do not have 
any drivers, all are outsourced. The current owner recently reinvested 
significant amounts of time and money into expanding operations, 
including moving to a distribution center twice the size to handle the 
growth. Currently there are 36 States who have recognized these 
Low-Dose consumables as a legal product and there are projected to 
be another 7 states that will follow suit in the next 6-9 months. The 
seller will remain on board for 4 years and is willing to do a 35% carry 
or equity roll combo as a sign of a vested interest in the business’s 
success. The business does not sell any traditional cannabis products 
but rather regulated hemp which allows them to legally sell across 
state lines. 
This business is priced at $34,750,000, producing a 36% profit 
margin! There are 43 well-known and respectably sized Private Equity 
Groups and dozens of publicly traded companies that own very 
similar businesses. The goal for selling is to expand with a Strategic 
Buyer or Equity Group who can bring strong business acumen and 
who may want to grow in manufacturing, bringing it in house to boost 
profit margins.",The Firm,N/A,N/A,N/A,"$34,750,000 


Furniture / Fixtures included","$29,788,011","$9,581,316",N/A,N/A,01/19/2024
Growing Northeast Metal Recycling Company In Pennsylvania For Sale,N/A,Pennsylvania,US,https://us.businessesforsale.com/us/growing-northeast-metal-recycling-company-in-pennsylvania-for-sale.aspx,N/A,businessesforsale.com,"This family-owned, Northeast metal recycling company was founded over 75 years ago for the purpose of processing non-ferrous metals. The original owner’s family would eventually sell the business to its current owner.


Under new leadership, the company’s offerings grew to include a wider variety of services and metal processing. The organization also placed a special focus on offering a best-in-class customer experience while streamlining processes and systems to attract and retain commercial clients. When challenged during the pandemic, the company expanded their corporate accounts, laying the foundation for continued future growth.


Summary Investment Considerations:

This is an opportunity to acquire a growing recycling brand in a thriving marketplace. 
 A profitable business that grew despite the recent market and supply challenges 
 Reputation for exceptional customer service has helped build a loyal customer base 
 Experienced team that takes pride in doing something positive for the environment 
 Established corporate client base with over 100 roll-off units currently placed 
 Well-organized, fully paved, and clean customer areas",BMI Mergers & Acquisitions,N/A,N/A,N/A,On request,"$12,535,000","$2,030,000",N/A,N/A,01/19/2024
Structural Steel Fabricator & Erector In Las Vegas For Sale,Las Vegas,Nevada,US,https://us.businessesforsale.com/us/structural-steel-fabricator-and-erector-in-las-vegas-for-sale.aspx,N/A,businessesforsale.com,"This is a steel erection company based in Las Vegas, NV, founded as an LLC in 2018. They specialize in non-union projects in Las Vegas, mostly outside the Strip area. They have experience in both single-story and multi-story commercial and residential projects with a reach across the nation.


They have an impressive portfolio of completed projects and use technology to speed up project timelines. Known for their quality and reliability, they have established relationships with reputable building contractors in the Las Vegas market. With a current backlog of over $15 million, they are well-positioned to capitalize on expected regional growth.


Over $3 million in AR is included, in addition to the working capital that will be left in the bank account. The seller is seeking $16 million at closing, $4 million to be paid as an earn-out over a 3-year period of time (seller will remain on for 1 year) and the remaining $5 million the seller can retain in New Co. equity. The seller is committed to a smooth transition, offering exceptional support and training. Additionally, the experienced and dedicated staff are willing to continue with the new owner, ensuring continuity and stability.


For further details, including a confidential opportunity summary with financials and photos, please request more information using the form on this page. Upon request, a Non-Disclosure Agreement (NDA) will be promptly emailed to you. For a quick response to your inquiry, please email listing agent Trent Lee (RE# S.0183611.LLC; Business Broker Permit# BUSB.0006978)",First Choice Business Brokers of Las Vegas,N/A,N/A,N/A,"$25,000,000","$29,650,100","$5,021,421",N/A,N/A,01/19/2024
Very Profitable Freight Company Serving Southern California For Sale,N/A,California,US,https://us.businessesforsale.com/us/very-profitable-freight-company-serving-southern-california-for-sale.aspx,N/A,businessesforsale.com,"This well-established freight company provides drayage services from the ports of Los Angeles and Long Beach to warehouses in Southern California. The company was established over 37 years ago and has over 130 customers in diverse industries.


The company uses a hybrid brokerage business model in offering lease-to-own trucks to the carriers/contractors. The company works with 105 drivers and has 43 leased-to-own trucks.


The company has about 26 full-time and one part-time employee.


The company leases multiple locations for storage.


Revenue:

2019: ~ $26.1 million 
2020: ~ $24.2 million 
2021: ~ $33.8 million 
2022: ~ $36.1 million 
2023: ~ $20 million (Jan-Oct) 

Adjusted EBITDA:

2019: ~ $3.8 million 
2020: ~ $3.5 million 
2021: ~ $5.9 million 
2022: ~ $5.9 million 
2023: ~ $2.3 million (Jan-Oct) 

Please send your inquiries to indicating your interest.

We will email you a blind teaser upon request. If there is an interest, we will discuss the next step. 

We are offering this acquisition through a controlled auction process.",Transworld Business Advisors of Orange,N/A,N/A,N/A,On request,"$26,912,323","$3,830,730",N/A,N/A,01/19/2024
Assisted Living At Home Ct and Ri For Sale,Hartford County,Connecticut,US,https://us.businessesforsale.com/us/assisted-living-at-home-ct-and-ri-for-sale.aspx,N/A,businessesforsale.com,"This award-winning, founder operated provider of in-home personal care for older and disabled adults has achieved unprecedented market penetration, primarily in Connecticut. It is one of the most trusted and recognized brands in the region.


As the clear provider of choice in Connecticut, the Company is poised for ultra-high growth as inactive caregivers return to the workforce amid the “graying of America.”


In 2024, the “Silver Tsunami” will arrive on US shores as the oldest of the largest population segment, the 78 million Baby Boomers, reach their average life expectancy. Most clients self-pay for home care.


Revenue is highly diversified. The Company differentiates itself from competitors with a very in-depth, hands-on approach to matching clients with reliable, compatible caregivers.",Osborne HomeCare Group,N/A,N/A,N/A,"$22,950,000","$23,612,293","$4,123,853",N/A,N/A,01/19/2024
Fence Installation And Contracting Service For Sale,Orlando,Florida,US,https://us.businessesforsale.com/us/fence-installation-and-contracting-service-for-sale.aspx,N/A,businessesforsale.com,"This fence installation and contracting business is now available for acquisition, presenting a lucrative turnkey opportunity for entrepreneurs looking to enter or expand in the thriving fencing industry. With a strong reputation for quality craftsmanship and reliable service, this business has positioned itself as a go-to provider in the local market. The business boasts a diverse and loyal customer base, including residential, commercial, and industrial clients. Repeat business and referrals contribute significantly to the steady revenue stream.",CarterAdvisors,N/A,N/A,N/A,"$890,000",$1M - $5M,$500K - $2.5M,N/A,N/A,01/19/2024
